disruption_id,segment_id,cause,rainfall_72h_mm,avg_slope_deg,elevation_m,terrain,soil_type,surface_quality,lanes,importance,bridge_count,length_km,susceptibility_class,lsi_score,historic_density_per_km,landslide_volume_m3,runout_distance_m,material,alternate_route_available,month,duration_hours,duration_bucket
DSR-00803,SEG-0064,landslide,461.7,27.6,2731,mountain,weathered_rock,poor,1,national,1,66.29,very_high,0.7556,1.8706,536,35,debris,True,4,1.0,under_6h
DSR-00995,SEG-0025,landslide,418.2,39.3,1378,mountain,weathered_rock,good,2,national,7,49.09,high,0.6173,1.1204,2774,48,debris,True,4,1.1,under_6h
DSR-00851,SEG-0025,landslide,499.0,39.3,1378,mountain,weathered_rock,good,2,national,7,49.09,high,0.6173,1.1204,654,13,debris,True,4,1.7,under_6h
DSR-01034,SEG-0013,landslide,18.8,37.1,1496,mountain,weathered_rock,poor,2,national,5,35.74,very_high,0.7998,6.2115,1265,20,debris,True,4,1.3,under_6h
DSR-00997,SEG-0025,landslide,45.9,39.3,1378,mountain,weathered_rock,good,2,national,7,49.09,high,0.6173,1.1204,5212,53,earth,True,4,3.1,under_6h
DSR-01922,SEG-0015,road_subsidence,322.6,28.7,701,mountain,weathered_rock,fair,2,national,4,75.53,high,0.6753,1.4431,0,0,none,True,5,257.8,over_3days
DSR-01002,SEG-0051,landslide,389.8,40.0,1250,mountain,weathered_rock,good,1,national,4,14.39,very_high,0.7423,3.0577,29173,176,debris,True,5,105.8,over_3days
DSR-00866,SEG-0065,landslide,379.9,24.2,1060,mountain,weathered_rock,fair,1,state,3,49.23,high,0.6127,1.1781,19875,124,debris,True,5,82.8,over_3days
DSR-01041,SEG-0068,landslide,439.7,40.7,433,mountain,weathered_rock,poor,1,state,4,66.95,high,0.6745,1.0157,98990,121,rock,True,5,643.2,over_3days
DSR-01671,SEG-0005,accident_blockage,16.5,2.7,57,plain,alluvial,good,4,national,2,97.15,low,0.2605,0.0206,0,0,none,True,5,21.4,6_24h
DSR-00806,SEG-0014,landslide,61.0,24.6,1438,mountain,weathered_rock,fair,2,national,5,33.95,high,0.671,3.7408,572,21,debris,True,5,1.7,under_6h
DSR-00781,SEG-0046,landslide,40.8,42.0,886,mountain,weathered_rock,fair,2,national,3,52.1,very_high,0.7002,1.2668,82652,252,debris,True,5,128.4,over_3days
DSR-00794,SEG-0035,landslide,192.6,24.0,1216,mountain,weathered_rock,poor,2,national,1,49.37,high,0.6147,1.1951,404,10,rock,True,5,2.5,under_6h
DSR-01892,SEG-0035,accident_blockage,46.8,24.0,1216,mountain,weathered_rock,poor,2,national,1,49.37,high,0.6147,1.1951,0,0,none,True,5,23.0,6_24h
DSR-01910,SEG-0048,flood,536.2,32.0,1650,mountain,weathered_rock,fair,2,national,0,15.63,high,0.6747,3.263,0,0,none,True,5,91.6,over_3days
DSR-02252,SEG-0026,flood,455.0,31.7,1319,mountain,weathered_rock,fair,2,national,2,35.84,high,0.6286,1.3672,0,0,none,True,5,42.7,1_3days
DSR-00831,SEG-0015,landslide,249.6,28.7,701,mountain,weathered_rock,fair,2,national,4,75.53,high,0.6753,1.4431,12140,91,earth,True,5,13.3,6_24h
DSR-01006,SEG-0054,landslide,361.6,32.8,1727,mountain,weathered_rock,fair,2,state,4,16.34,high,0.6827,2.9376,197,7,earth,True,5,1.0,under_6h
DSR-00773,SEG-0063,landslide,24.1,25.7,2415,mountain,weathered_rock,good,1,national,0,35.45,high,0.6573,1.7489,178,18,debris,True,5,1.0,under_6h
DSR-01027,SEG-0019,landslide,644.1,14.6,337,hilly,lateritic,good,2,national,0,41.98,moderate,0.4436,0.8814,2136,36,earth,True,5,4.5,under_6h
DSR-01989,SEG-0024,fallen_tree,109.8,22.5,923,mountain,weathered_rock,fair,2,national,4,51.06,high,0.5596,0.5484,0,0,none,True,5,3.7,under_6h
DSR-00918,SEG-0059,landslide,192.8,35.4,1092,mountain,weathered_rock,fair,2,national,7,61.83,very_high,0.7049,1.3586,17503,75,debris,True,5,28.3,1_3days
DSR-01072,SEG-0069,landslide,193.1,20.0,352,mountain,weathered_rock,poor,1,state,5,43.86,high,0.564,1.1628,870,26,debris,True,5,3.2,under_6h
DSR-01775,SEG-0020,fallen_tree,166.7,15.5,450,hilly,lateritic,fair,2,national,1,33.37,moderate,0.4853,0.7492,0,0,none,True,5,3.1,under_6h
DSR-00952,SEG-0047,landslide,118.3,27.7,1650,mountain,weathered_rock,fair,2,national,4,6.8,high,0.6569,10.2941,289,9,debris,True,5,1.0,under_6h
DSR-02009,SEG-0063,flood,537.2,25.7,2415,mountain,weathered_rock,good,1,national,0,35.45,high,0.6573,1.7489,0,0,none,True,5,128.1,over_3days
DSR-01035,SEG-0028,landslide,64.2,34.8,1023,mountain,weathered_rock,good,2,national,7,46.71,high,0.5668,0.8349,1249,36,rock,True,5,1.9,under_6h
DSR-00947,SEG-0013,landslide,645.0,37.1,1496,mountain,weathered_rock,poor,2,national,5,35.74,very_high,0.7998,6.2115,895,35,rock,True,5,1.0,under_6h
DSR-00906,SEG-0015,landslide,535.2,28.7,701,mountain,weathered_rock,fair,2,national,4,75.53,high,0.6753,1.4431,2898,22,earth,True,5,2.3,under_6h
DSR-00733,SEG-0048,landslide,125.2,32.0,1650,mountain,weathered_rock,fair,2,national,0,15.63,high,0.6747,3.263,28318,62,rock,True,5,199.0,over_3days
DSR-00973,SEG-0019,landslide,534.3,14.6,337,hilly,lateritic,good,2,national,0,41.98,moderate,0.4436,0.8814,1463,23,earth,True,5,1.0,under_6h
DSR-00777,SEG-0035,landslide,68.5,24.0,1216,mountain,weathered_rock,poor,2,national,1,49.37,high,0.6147,1.1951,4064,53,rock,True,5,42.1,1_3days
DSR-00923,SEG-0053,landslide,169.6,22.5,1675,mountain,weathered_rock,good,2,state,2,6.97,high,0.5856,6.8867,11767,61,earth,True,5,54.5,1_3days
DSR-00954,SEG-0015,landslide,754.8,28.7,701,mountain,weathered_rock,fair,2,national,4,75.53,high,0.6753,1.4431,7964,74,debris,True,5,13.2,6_24h
DSR-00752,SEG-0053,landslide,398.3,22.5,1675,mountain,weathered_rock,good,2,state,2,6.97,high,0.5856,6.8867,352,19,earth,True,5,1.5,under_6h
DSR-00926,SEG-0035,landslide,168.5,24.0,1216,mountain,weathered_rock,poor,2,national,1,49.37,high,0.6147,1.1951,448,26,rock,True,5,1.0,under_6h
DSR-00754,SEG-0014,landslide,605.0,24.6,1438,mountain,weathered_rock,fair,2,national,5,33.95,high,0.671,3.7408,11944,68,earth,True,5,5.1,under_6h
DSR-00769,SEG-0035,landslide,112.6,24.0,1216,mountain,weathered_rock,poor,2,national,1,49.37,high,0.6147,1.1951,1179,34,earth,True,5,1.5,under_6h
DSR-00869,SEG-0013,landslide,897.9,37.1,1496,mountain,weathered_rock,poor,2,national,5,35.74,very_high,0.7998,6.2115,891,43,rock,True,6,3.9,under_6h
DSR-01065,SEG-0047,landslide,62.3,27.7,1650,mountain,weathered_rock,fair,2,national,4,6.8,high,0.6569,10.2941,7350,79,rock,True,6,16.7,6_24h
DSR-00914,SEG-0064,landslide,65.8,27.6,2731,mountain,weathered_rock,poor,1,national,1,66.29,very_high,0.7556,1.8706,2606,24,earth,True,6,6.3,6_24h
DSR-01666,SEG-0070,protest_blockade,194.6,17.5,123,hilly,lateritic,good,2,state,2,93.38,low,0.3544,0.1606,0,0,none,True,6,18.8,6_24h
DSR-01011,SEG-0020,landslide,72.2,15.5,450,hilly,lateritic,fair,2,national,1,33.37,moderate,0.4853,0.7492,210,19,earth,True,6,1.0,under_6h
DSR-01855,SEG-0001,protest_blockade,87.3,4.2,87,plain,alluvial,good,4,national,1,216.84,low,0.2231,0.0,0,0,none,True,6,11.3,6_24h
DSR-01941,SEG-0025,flood,614.9,39.3,1378,mountain,weathered_rock,good,2,national,7,49.09,high,0.6173,1.1204,0,0,none,True,6,207.9,over_3days
DSR-00960,SEG-0015,landslide,17.7,28.7,701,mountain,weathered_rock,fair,2,national,4,75.53,high,0.6753,1.4431,3998,68,rock,True,6,37.9,1_3days
DSR-01085,SEG-0046,landslide,94.3,42.0,886,mountain,weathered_rock,fair,2,national,3,52.1,very_high,0.7002,1.2668,323,26,debris,True,6,1.0,under_6h
DSR-00939,SEG-0071,landslide,502.5,17.3,165,hilly,lateritic,fair,2,state,3,30.67,moderate,0.4198,0.5217,3797,80,rock,True,6,6.3,6_24h
DSR-01939,SEG-0045,protest_blockade,155.5,1.7,23,plain,alluvial,good,2,national,0,23.28,low,0.2326,0.043,0,0,none,True,6,5.7,under_6h
DSR-00828,SEG-0024,landslide,221.7,22.5,923,mountain,weathered_rock,fair,2,national,4,51.06,high,0.5596,0.5484,539,31,rock,True,6,2.2,under_6h
DSR-00756,SEG-0015,landslide,120.4,28.7,701,mountain,weathered_rock,fair,2,national,4,75.53,high,0.6753,1.4431,33986,89,debris,True,6,69.3,1_3days
DSR-00901,SEG-0014,landslide,507.0,24.6,1438,mountain,weathered_rock,fair,2,national,5,33.95,high,0.671,3.7408,610,28,debris,True,6,1.0,under_6h
DSR-01020,SEG-0061,landslide,455.9,24.2,386,mountain,weathered_rock,fair,2,national,4,53.47,high,0.5826,1.1969,1419,41,earth,True,6,1.9,under_6h
DSR-00970,SEG-0063,landslide,495.4,25.7,2415,mountain,weathered_rock,good,1,national,0,35.45,high,0.6573,1.7489,4307,42,rock,True,6,22.6,6_24h
DSR-01094,SEG-0064,landslide,486.7,27.6,2731,mountain,weathered_rock,poor,1,national,1,66.29,very_high,0.7556,1.8706,27543,174,rock,True,6,81.2,over_3days
DSR-00771,SEG-0039,landslide,442.9,21.4,36,hilly,lateritic,fair,2,national,7,41.19,moderate,0.4111,0.4613,417,20,rock,True,6,2.5,under_6h
DSR-01820,SEG-0043,flood,216.7,20.5,34,hilly,lateritic,poor,2,national,1,17.57,moderate,0.4617,0.9676,0,0,none,True,6,239.9,over_3days
DSR-01998,SEG-0029,flood,595.9,21.4,1260,mountain,weathered_rock,good,2,national,3,44.14,moderate,0.5237,0.589,0,0,none,True,6,203.5,over_3days
DSR-00749,SEG-0035,landslide,227.1,24.0,1216,mountain,weathered_rock,poor,2,national,1,49.37,high,0.6147,1.1951,18249,128,rock,True,6,95.0,over_3days
DSR-00791,SEG-0049,landslide,41.1,22.3,1450,mountain,weathered_rock,fair,1,national,1,20.47,high,0.6253,2.1006,388,11,earth,True,6,1.0,under_6h
DSR-00919,SEG-0068,landslide,472.5,40.7,433,mountain,weathered_rock,poor,1,state,4,66.95,high,0.6745,1.0157,919,28,earth,True,6,7.5,6_24h
DSR-02238,SEG-0060,protest_blockade,8.5,40.2,620,mountain,weathered_rock,fair,2,national,3,60.75,very_high,0.7497,1.1193,0,0,none,True,6,3.9,under_6h
DSR-01051,SEG-0013,landslide,766.8,37.1,1496,mountain,weathered_rock,poor,2,national,5,35.74,very_high,0.7998,6.2115,1461,27,earth,True,6,3.1,under_6h
DSR-00832,SEG-0064,landslide,316.3,27.6,2731,mountain,weathered_rock,poor,1,national,1,66.29,very_high,0.7556,1.8706,7873,66,earth,True,6,24.8,1_3days
DSR-00895,SEG-0054,landslide,149.3,32.8,1727,mountain,weathered_rock,fair,2,state,4,16.34,high,0.6827,2.9376,1165,24,rock,True,6,7.9,6_24h
DSR-00805,SEG-0022,landslide,394.6,22.3,1252,mountain,weathered_rock,fair,2,national,3,19.5,high,0.5848,1.641,465,28,rock,True,6,3.2,under_6h
DSR-02036,SEG-0002,flood,659.1,4.4,53,plain,alluvial,good,4,national,3,47.71,low,0.2701,0.021,0,0,none,True,6,237.2,over_3days
DSR-00732,SEG-0051,landslide,347.8,40.0,1250,mountain,weathered_rock,good,1,national,4,14.39,very_high,0.7423,3.0577,117,11,debris,True,6,1.0,under_6h
DSR-00789,SEG-0060,landslide,375.3,40.2,620,mountain,weathered_rock,fair,2,national,3,60.75,very_high,0.7497,1.1193,684,15,rock,True,6,4.7,under_6h
DSR-02039,SEG-0071,flood,572.2,17.3,165,hilly,lateritic,fair,2,state,3,30.67,moderate,0.4198,0.5217,0,0,none,True,6,184.1,over_3days
DSR-00717,SEG-0060,landslide,570.5,40.2,620,mountain,weathered_rock,fair,2,national,3,60.75,very_high,0.7497,1.1193,4577,70,debris,True,6,19.4,6_24h
DSR-01920,SEG-0063,flood,490.1,25.7,2415,mountain,weathered_rock,good,1,national,0,35.45,high,0.6573,1.7489,0,0,none,True,6,31.1,1_3days
DSR-01052,SEG-0049,landslide,96.7,22.3,1450,mountain,weathered_rock,fair,1,national,1,20.47,high,0.6253,2.1006,11115,53,debris,True,6,41.9,1_3days
DSR-00955,SEG-0017,landslide,553.8,6.0,54,plain,alluvial,good,2,national,0,111.76,low,0.2804,0.0358,8517,82,debris,True,6,10.3,6_24h
DSR-00887,SEG-0062,landslide,346.0,28.8,1247,mountain,weathered_rock,good,1,national,0,44.74,high,0.56,1.0729,1554,27,debris,True,6,5.5,under_6h
DSR-00809,SEG-0014,landslide,844.1,24.6,1438,mountain,weathered_rock,fair,2,national,5,33.95,high,0.671,3.7408,435,12,earth,True,6,1.0,under_6h
DSR-00821,SEG-0065,landslide,98.6,24.2,1060,mountain,weathered_rock,fair,1,state,3,49.23,high,0.6127,1.1781,9035,81,debris,True,6,131.3,over_3days
DSR-01858,SEG-0061,flood,489.6,24.2,386,mountain,weathered_rock,fair,2,national,4,53.47,high,0.5826,1.1969,0,0,none,True,6,12.2,6_24h
DSR-00857,SEG-0029,landslide,554.7,21.4,1260,mountain,weathered_rock,good,2,national,3,44.14,moderate,0.5237,0.589,171,9,earth,True,6,1.0,under_6h
DSR-00967,SEG-0014,landslide,77.9,24.6,1438,mountain,weathered_rock,fair,2,national,5,33.95,high,0.671,3.7408,781,29,debris,True,6,1.9,under_6h
DSR-00795,SEG-0068,landslide,333.2,40.7,433,mountain,weathered_rock,poor,1,state,4,66.95,high,0.6745,1.0157,46720,212,debris,True,6,223.3,over_3days
DSR-01019,SEG-0013,landslide,868.4,37.1,1496,mountain,weathered_rock,poor,2,national,5,35.74,very_high,0.7998,6.2115,4797,76,earth,True,6,6.1,6_24h
DSR-01082,SEG-0064,landslide,174.5,27.6,2731,mountain,weathered_rock,poor,1,national,1,66.29,very_high,0.7556,1.8706,1122,42,rock,True,6,5.2,under_6h
DSR-00798,SEG-0068,landslide,488.1,40.7,433,mountain,weathered_rock,poor,1,state,4,66.95,high,0.6745,1.0157,379,21,rock,True,6,4.9,under_6h
DSR-02166,SEG-0035,road_subsidence,381.4,24.0,1216,mountain,weathered_rock,poor,2,national,1,49.37,high,0.6147,1.1951,0,0,none,True,6,88.4,over_3days
DSR-00884,SEG-0052,landslide,428.6,37.0,1662,mountain,weathered_rock,poor,2,state,7,38.08,very_high,0.7503,2.2321,860,31,earth,True,6,3.6,under_6h
DSR-01037,SEG-0021,landslide,110.8,30.0,794,mountain,weathered_rock,fair,2,national,4,46.0,high,0.5592,0.7826,4750,38,earth,True,6,4.5,under_6h
DSR-01629,SEG-0058,accident_blockage,31.1,27.3,1002,mountain,weathered_rock,fair,2,national,3,55.82,high,0.626,0.842,0,0,none,True,6,17.3,6_24h
DSR-00988,SEG-0013,landslide,443.1,37.1,1496,mountain,weathered_rock,poor,2,national,5,35.74,very_high,0.7998,6.2115,837,34,earth,True,6,1.0,under_6h
DSR-01101,SEG-0050,landslide,323.1,33.3,1250,mountain,weathered_rock,poor,1,national,4,14.76,very_high,0.7245,5.6233,6975,93,earth,True,6,24.6,1_3days
DSR-02042,SEG-0006,bridge_damage,341.8,1.5,69,plain,alluvial,fair,4,national,0,33.98,low,0.268,0.0294,0,0,none,True,6,710.0,over_3days
DSR-02075,SEG-0048,bridge_damage,125.0,32.0,1650,mountain,weathered_rock,fair,2,national,0,15.63,high,0.6747,3.263,0,0,none,True,6,660.7,over_3days
DSR-01845,SEG-0048,bridge_damage,277.0,32.0,1650,mountain,weathered_rock,fair,2,national,0,15.63,high,0.6747,3.263,0,0,none,True,6,621.0,over_3days
DSR-01093,SEG-0046,landslide,511.8,42.0,886,mountain,weathered_rock,fair,2,national,3,52.1,very_high,0.7002,1.2668,7653,70,earth,True,6,9.2,6_24h
DSR-01059,SEG-0052,landslide,128.7,37.0,1662,mountain,weathered_rock,poor,2,state,7,38.08,very_high,0.7503,2.2321,46505,159,earth,True,6,117.4,over_3days
DSR-00957,SEG-0023,landslide,458.7,23.6,1061,mountain,weathered_rock,fair,2,national,0,27.48,moderate,0.546,1.0917,6600,33,debris,True,6,13.5,6_24h
DSR-00770,SEG-0015,landslide,82.5,28.7,701,mountain,weathered_rock,fair,2,national,4,75.53,high,0.6753,1.4431,2485,47,debris,True,6,2.5,under_6h
DSR-01890,SEG-0012,accident_blockage,29.3,23.6,775,mountain,weathered_rock,fair,2,national,3,30.75,high,0.5759,1.5285,0,0,none,True,6,10.1,6_24h
DSR-00808,SEG-0026,landslide,607.3,31.7,1319,mountain,weathered_rock,fair,2,national,2,35.84,high,0.6286,1.3672,36,6,debris,True,6,1.0,under_6h
DSR-00748,SEG-0048,landslide,95.2,32.0,1650,mountain,weathered_rock,fair,2,national,0,15.63,high,0.6747,3.263,321,12,debris,True,7,1.0,under_6h
DSR-01720,SEG-0027,fallen_tree,64.1,33.3,1348,mountain,weathered_rock,fair,2,national,3,31.75,high,0.6513,1.5118,0,0,none,True,7,3.8,under_6h
DSR-00888,SEG-0051,landslide,548.7,40.0,1250,mountain,weathered_rock,good,1,national,4,14.39,very_high,0.7423,3.0577,784,19,rock,True,7,2.8,under_6h
DSR-02208,SEG-0047,flood,375.0,27.7,1650,mountain,weathered_rock,fair,2,national,4,6.8,high,0.6569,10.2941,0,0,none,True,7,136.1,over_3days
DSR-00707,SEG-0059,landslide,118.7,35.4,1092,mountain,weathered_rock,fair,2,national,7,61.83,very_high,0.7049,1.3586,1666,43,earth,True,7,1.6,under_6h
DSR-00982,SEG-0043,landslide,459.3,20.5,34,hilly,lateritic,poor,2,national,1,17.57,moderate,0.4617,0.9676,641,31,earth,True,7,1.0,under_6h
DSR-00892,SEG-0058,landslide,168.7,27.3,1002,mountain,weathered_rock,fair,2,national,3,55.82,high,0.626,0.842,15089,108,earth,True,7,30.3,1_3days
DSR-02133,SEG-0023,flood,628.4,23.6,1061,mountain,weathered_rock,fair,2,national,0,27.48,moderate,0.546,1.0917,0,0,none,True,7,112.4,over_3days
DSR-00856,SEG-0013,landslide,612.9,37.1,1496,mountain,weathered_rock,poor,2,national,5,35.74,very_high,0.7998,6.2115,6608,103,debris,True,7,4.7,under_6h
DSR-00812,SEG-0046,landslide,112.8,42.0,886,mountain,weathered_rock,fair,2,national,3,52.1,very_high,0.7002,1.2668,69,6,debris,True,7,1.0,under_6h
DSR-00948,SEG-0012,landslide,75.5,23.6,775,mountain,weathered_rock,fair,2,national,3,30.75,high,0.5759,1.5285,727,35,debris,True,7,1.0,under_6h
DSR-01018,SEG-0051,landslide,34.1,40.0,1250,mountain,weathered_rock,good,1,national,4,14.39,very_high,0.7423,3.0577,238,21,rock,True,7,1.5,under_6h
DSR-00863,SEG-0022,landslide,490.7,22.3,1252,mountain,weathered_rock,fair,2,national,3,19.5,high,0.5848,1.641,451,16,earth,True,7,1.0,under_6h
DSR-02303,SEG-0038,flood,339.8,1.8,16,plain,alluvial,good,2,national,3,66.77,very_low,0.2089,0.03,0,0,none,True,7,61.6,1_3days
DSR-00881,SEG-0055,landslide,146.9,37.5,1780,mountain,weathered_rock,fair,2,state,3,9.73,very_high,0.7143,6.5776,1945,30,debris,True,7,3.6,under_6h
DSR-00965,SEG-0019,landslide,446.2,14.6,337,hilly,lateritic,good,2,national,0,41.98,moderate,0.4436,0.8814,7386,77,earth,True,7,3.9,under_6h
DSR-01799,SEG-0009,flood,683.7,2.4,93,plain,alluvial,good,4,national,0,50.33,low,0.2614,0.0397,0,0,none,True,7,200.7,over_3days
DSR-01048,SEG-0064,landslide,34.9,27.6,2731,mountain,weathered_rock,poor,1,national,1,66.29,very_high,0.7556,1.8706,280,27,rock,True,7,2.0,under_6h
DSR-00759,SEG-0029,landslide,85.3,21.4,1260,mountain,weathered_rock,good,2,national,3,44.14,moderate,0.5237,0.589,7825,87,earth,True,7,12.1,6_24h
DSR-01014,SEG-0013,landslide,98.7,37.1,1496,mountain,weathered_rock,poor,2,national,5,35.74,very_high,0.7998,6.2115,1106,16,rock,True,7,1.9,under_6h
DSR-00979,SEG-0023,landslide,604.3,23.6,1061,mountain,weathered_rock,fair,2,national,0,27.48,moderate,0.546,1.0917,1426,22,debris,True,7,2.0,under_6h
DSR-00999,SEG-0025,landslide,116.7,39.3,1378,mountain,weathered_rock,good,2,national,7,49.09,high,0.6173,1.1204,3789,58,debris,True,7,7.4,6_24h
DSR-00830,SEG-0071,landslide,0.9,17.3,165,hilly,lateritic,fair,2,state,3,30.67,moderate,0.4198,0.5217,392,28,debris,True,7,2.9,under_6h
DSR-00836,SEG-0013,landslide,60.2,37.1,1496,mountain,weathered_rock,poor,2,national,5,35.74,very_high,0.7998,6.2115,141,8,rock,True,7,1.0,under_6h
DSR-00835,SEG-0062,landslide,86.1,28.8,1247,mountain,weathered_rock,good,1,national,0,44.74,high,0.56,1.0729,30383,133,rock,True,7,226.2,over_3days
DSR-00915,SEG-0055,landslide,150.4,37.5,1780,mountain,weathered_rock,fair,2,state,3,9.73,very_high,0.7143,6.5776,874,40,rock,True,7,6.0,6_24h
DSR-00946,SEG-0037,landslide,409.4,38.7,1405,mountain,weathered_rock,poor,2,state,3,68.38,high,0.691,0.9652,8657,87,earth,True,7,18.1,6_24h
DSR-00767,SEG-0061,landslide,290.2,24.2,386,mountain,weathered_rock,fair,2,national,4,53.47,high,0.5826,1.1969,432,26,rock,True,7,1.6,under_6h
DSR-00826,SEG-0024,landslide,76.9,22.5,923,mountain,weathered_rock,fair,2,national,4,51.06,high,0.5596,0.5484,2556,64,earth,True,7,3.9,under_6h
DSR-00896,SEG-0023,landslide,528.9,23.6,1061,mountain,weathered_rock,fair,2,national,0,27.48,moderate,0.546,1.0917,606,31,rock,True,7,1.7,under_6h
DSR-01096,SEG-0032,landslide,374.8,37.8,1224,mountain,weathered_rock,fair,2,state,6,50.5,high,0.6374,1.1089,20255,80,earth,True,7,80.8,over_3days
DSR-00871,SEG-0054,landslide,415.9,32.8,1727,mountain,weathered_rock,fair,2,state,4,16.34,high,0.6827,2.9376,11805,46,earth,True,7,63.5,1_3days
DSR-00944,SEG-0062,landslide,473.7,28.8,1247,mountain,weathered_rock,good,1,national,0,44.74,high,0.56,1.0729,486,21,rock,True,7,1.2,under_6h
DSR-00702,SEG-0062,landslide,541.3,28.8,1247,mountain,weathered_rock,good,1,national,0,44.74,high,0.56,1.0729,914,29,debris,True,7,4.5,under_6h
DSR-00870,SEG-0046,landslide,396.5,42.0,886,mountain,weathered_rock,fair,2,national,3,52.1,very_high,0.7002,1.2668,3013,34,debris,True,7,6.9,6_24h
DSR-00904,SEG-0060,landslide,415.1,40.2,620,mountain,weathered_rock,fair,2,national,3,60.75,very_high,0.7497,1.1193,367,30,debris,True,7,1.0,under_6h
DSR-01032,SEG-0047,landslide,174.5,27.7,1650,mountain,weathered_rock,fair,2,national,4,6.8,high,0.6569,10.2941,920,14,rock,True,7,3.4,under_6h
DSR-01981,SEG-0021,protest_blockade,83.4,30.0,794,mountain,weathered_rock,fair,2,national,4,46.0,high,0.5592,0.7826,0,0,none,True,7,23.9,6_24h
DSR-00956,SEG-0062,landslide,578.9,28.8,1247,mountain,weathered_rock,good,1,national,0,44.74,high,0.56,1.0729,329,23,debris,True,7,1.0,under_6h
DSR-01031,SEG-0060,landslide,32.6,40.2,620,mountain,weathered_rock,fair,2,national,3,60.75,very_high,0.7497,1.1193,2573,46,rock,True,7,26.2,1_3days
DSR-01039,SEG-0050,landslide,487.9,33.3,1250,mountain,weathered_rock,poor,1,national,4,14.76,very_high,0.7245,5.6233,1772,43,debris,True,7,3.0,under_6h
DSR-02296,SEG-0030,road_subsidence,288.1,33.9,642,mountain,weathered_rock,good,2,national,5,34.62,moderate,0.5294,0.751,0,0,none,True,7,117.2,over_3days
DSR-00715,SEG-0026,landslide,259.7,31.7,1319,mountain,weathered_rock,fair,2,national,2,35.84,high,0.6286,1.3672,306,12,rock,True,7,1.0,under_6h
DSR-01636,SEG-0034,fallen_tree,138.6,27.5,891,mountain,weathered_rock,poor,2,national,3,54.94,high,0.6405,1.0193,0,0,none,True,7,8.8,6_24h
DSR-00858,SEG-0027,landslide,146.5,33.3,1348,mountain,weathered_rock,fair,2,national,3,31.75,high,0.6513,1.5118,20038,123,earth,True,7,28.3,1_3days
DSR-00893,SEG-0015,landslide,861.5,28.7,701,mountain,weathered_rock,fair,2,national,4,75.53,high,0.6753,1.4431,790,29,debris,True,7,1.6,under_6h
DSR-00853,SEG-0047,landslide,37.0,27.7,1650,mountain,weathered_rock,fair,2,national,4,6.8,high,0.6569,10.2941,579,31,debris,True,7,1.0,under_6h
DSR-00820,SEG-0022,landslide,439.5,22.3,1252,mountain,weathered_rock,fair,2,national,3,19.5,high,0.5848,1.641,20311,105,rock,True,7,53.3,1_3days
DSR-00751,SEG-0035,landslide,482.8,24.0,1216,mountain,weathered_rock,poor,2,national,1,49.37,high,0.6147,1.1951,1998,51,rock,True,7,4.7,under_6h
DSR-02215,SEG-0051,flood,368.4,40.0,1250,mountain,weathered_rock,good,1,national,4,14.39,very_high,0.7423,3.0577,0,0,none,True,7,214.2,over_3days
DSR-00848,SEG-0051,landslide,559.4,40.0,1250,mountain,weathered_rock,good,1,national,4,14.39,very_high,0.7423,3.0577,1434,21,rock,True,7,9.5,6_24h
DSR-00977,SEG-0013,landslide,44.5,37.1,1496,mountain,weathered_rock,poor,2,national,5,35.74,very_high,0.7998,6.2115,56411,245,debris,True,7,74.1,over_3days
